farm_id,year,P11_kWh,P10_kWh,P01_kWh,P00_kWh,total_pct,S_pct,D_pct,I_pct,S_shapley,D_shapley,country,gain_pct
97,2016,175720331.406293,174744108.087752,159338653.741266,152494146.154043,13.217699435444056,12.662144303759376,3.8951142036019992,-3.33955907191732,10.992364767800716,2.225334667643339,China,1.590483865137864
45,2016,372699886.851291,372766444.01194,393256722.712751,394621624.984751,-5.881874104836222,-5.864015993525457,-0.3662202002611869,0.3483620889504215,-5.689834949050246,-0.19203915578597616,China,0.0
34,2016,529278400.283092,529455124.370549,559060874.005162,562102634.950401,-6.201695487620961,-6.168305859900941,-0.5746996181238492,0.5413099904038287,-5.897650864699027,-0.30404462292193485,China,2.04564921757369
131,2016,447497495.304035,447198550.329461,463653326.952966,476478514.366502,-6.476241625168637,-6.543045345348326,-2.8659797089640535,2.932783429143743,-5.0766536307764545,-1.399587994392182,China,-0.3403704402848796
89,2016,910845759.226487,910642499.382306,881842144.769143,894152132.381275,1.8327611097831347,1.8104456033296956,-1.3514898090524152,1.3738053155058543,2.4973482610826228,-0.6645871512994881,China,0.5022229436351013
109,2016,1118479436.833203,1119461355.303275,1064243478.140338,1101489913.008639,1.5189840121394738,1.6067744924769736,-3.330095631776523,3.242305151439023,3.227927068196485,-1.7089430560570116,China,0.762740637751885
88,2016,1092659585.384476,1081878810.817785,1152094056.166345,1185220758.976659,-8.471181219685494,-9.457835682877475,-3.0317496184008514,4.018404081592832,-7.448633642081059,-1.0225475776044353,China,0.8452727683519515
0,2016,1560836501.719388,1565238899.273194,1498621015.106945,1549790200.137145,0.7077167640604617,0.9897704928755213,-3.278318066872026,2.9962643380569665,2.4879026619040046,-1.780185897843543,China,0.0
57,2016,596383424.501108,605186299.66652,470552069.219072,522374531.708049,12.40961598739429,13.885658882579682,-8.689453858032357,7.2134109628469645,17.492364364003166,-5.082748376608874,Vietnam,17.973692137920583
38,2016,1946574341.97479,1953057977.818668,1931062739.059271,1960165220.895131,-0.698194701701099,-0.3651154195967136,-1.4950614116456344,1.1619821295412491,0.21587564517391095,-0.9140703468750099,China,0.4538851976399526
24,2016,3690192254.359194,3682034674.764369,3548298977.138773,3671185851.26793,0.5150518396111115,0.2939907394695589,-3.3300940888375616,3.551155188979114,2.0695683339591158,-1.5545164943480045,China,-0.3328890460243111
46,2017,113824585.403328,113870076.182986,113004959.092352,111684230.448921,1.8803977601348913,1.9203634490032602,1.1603193095332744,-1.2002849984016433,1.3202209498024384,0.5601768103324528,China,-0.0198920278366062
124,2017,95645339.148019,95639020.154528,94444261.023153,97601842.90027,-2.0455819067389673,-2.052188599283823,-3.301344221520691,3.3079509140655468,-0.39821314225104976,-1.6473687644879176,China,-0.3265648104318771
14,2017,88759663.748504,88777070.323835,96064144.356404,98008703.357026,-10.420318439610906,-10.400707532363302,-2.1908138432473097,2.1712029359997063,-9.31510606436345,-1.1052123752474565,China,0.0902720887800253
71,2017,115664397.28869,116146347.162316,101101245.167584,111051981.493955,3.9877576011767406,4.4044371369055115,-8.60311086179326,8.18643132606449,8.497652799937757,-4.509895198761015,Taiwan,1.7981009971091275
101,2017,150095598.173766,150087236.222386,145550895.361844,151814176.408534,-1.1449890974007124,-1.1505601810845283,-4.172861245030632,4.1784323287144485,0.938655983272696,-2.083645080673408,China,0.0001020611834351
135,2017,63055195.728079,62942535.727668,57234923.913645,54966564.671563,12.827858137809356,12.649189276171317,3.597418445680727,-3.418749584042688,10.939814484149974,1.8880436536593832,Japan,-1.1176050273386122
139,2017,84166561.459739,84118774.569878,79364943.277468,80949516.891754,3.8222359476142658,3.765459373839345,-1.8826640732424182,1.9394406470173389,4.7351796973480145,-0.9129437497337488,South Korea,0.0
168,2017,56118565.825211,57035697.812234,58897502.376567,57192119.289891,-1.9130094450804813,-0.27873391872521114,3.038892854082643,-4.673168380437913,-2.6153181089441677,0.7023086638636866,China,-0.7760071948363327
169,2017,73199563.547894,73050194.730831,79872900.583769,81230737.641596,-10.971614726155106,-11.175671703851801,-1.854979718476855,2.05903669617355,-10.146153355765026,-0.8254613703900802,China,0.3107142289690034
147,2017,97208508.174395,97470006.452007,103573102.689517,101876843.451267,-4.802393704568406,-4.533386101712424,1.7449699312398272,-2.0139775340958086,-5.5403748687603285,0.737981164191923,China,-1.1562525588795125
165,2017,76293320.970062,76960701.128309,80369544.111278,78923033.848408,-3.4468454707561005,-2.5720897912794154,1.8959854473206361,-2.770741126797321,-3.957460354678076,0.5106148839219755,China,2.3112496918283068
81,2017,294625646.056145,295426124.319033,285188202.493148,296535937.991448,-0.648379379349393,-0.3766860377807939,-3.8515776376566646,3.5798842960880655,1.4132561102632388,-2.061635489612632,China,1.4212667782323278
